M1050001D3120_20_07,歇山項个姐婆一項就毋識跌忒歇都市个𠊎一隻雞髀
M1050001D3120_21_07,一垤紅粄乜毋識矺過還佢堪該分人安到妹仔賊
M1050001D3120_22_07,六月个牛眼白核專家
M1050001D3120_23_07,人講屋簷水點點滴點點對中央上輩對下輩
M1050001D3120_24_07,斯點點惜入心下輩對上輩嬰兒仔人敢知
M1050001D3120_25_07,知啦該細妹嬰兒仔留一頭靚靚个頭那毛
M1050001D3120_26_07,到讀小學還毋識剪也毋肯人剪講愛留分華媽咪做假頭那毛哇
M1050001D3120_27_07,因為赴毋著分做化療頭那毛㪐了㪐个阿婆了
M1050001D3120_28_07,愛留分華媽咪您看分人惜个就係得人惜啊
M1050001D3120_29_07,講著打醮墓分醮墓或者有人講个分借問這隻詞彙
M1050001D3120_3_07,這位姐婆打早去火車頭坐火車
M1050001D3120_30_07,現下个人怕較難想像摎理解毋過𠊎還記得
M1050001D3120_31_07,記得自家做細人仔時節看人掛紙跈陣去摎人分粄仔个頭擺
M1050001D3120_32_07,頭擺在苗栗大家都係正月十六掛紙
M1050001D3120_33_07,吾姐公厥羅屋个來臺祖風水還在茶園坪
M1050001D3120_34_07,既經徙到北部花蓮个房族一年一擺會䟓工轉來共下掛紙
M1050001D3120_35_07,想像佢兜天吂光就愛擐等牲儀赴盡早个車枋來掛紙
M1050001D3120_36_07,就感想得著佢兜个誠意
M1050001D3120_37_07,掛紙係共姓人男仔人正有擎香个資格
M1050001D3120_38_07,摎外姓人細妹人無麼个關係𠊎這個外姓人細妹𧊅仔
M1050001D3120_39_07,就跈等細人仔陣等人掛紙掛好打紙炮仔該下
M1050001D3120_4_07,坐一點空鐘个火車行兩公里吂有人開店門个街路
M1050001D3120_40_07,排列仔去摎人分粄仔尋無打忒个紙炮仔搞
M1050001D3120_41_07,成時無分著發粄个細人仔
M1050001D3120_42_07,大人還會摟隻五角抑係一個銀个銀角仔分佢去買糖仔
M1050001D3120_43_07,總會分大家鬧熱分大家歡喜分粄仔愛去到大戶人家
M1050001D3120_44_07,正有好恁捨得該乜無定著
M1050001D3120_45_07,已多人家都已肯分發粄發糖果分來鬥鬧熱个人
M1050001D3120_46_07,細人仔陣乜無講固定就掌等哪家人掛紙
M1050001D3120_47_07,有人講分粄仔分人做得旺家族呢
M1050001D3120_48_07,屋下个大人也毋會罵𠊎兜去摎人分粄仔个細人仔
M1050001D3120_49_07,無定著恁樣細人仔較好畜哦該係一種分享个時節
M1050001D3120_5_07,八點鐘準時來到厥婿郎个屋門口
M1050001D3120_50_07,係講客家人較好展該乜怕毋係
M1050001D3120_51_07,記得頭過𠊎係買較派頭較貴个衫來著
M1050001D3120_52_07,吾姆還會罵𠊎毋知見笑
M1050001D3120_53_07,摎現下人無錢乜愛買一身名牌
M1050001D3120_54_07,放到網路分人看个想法全全無共樣掛紙時節分粄仔分人
M1050001D3120_55_07,也無麼个好展應該係一種篤實个想法
M1050001D3120_56_07,做得感謝歇在塚埔附近不時摎𢯭手掌等這門風水个人
M1050001D3120_57_07,又毋使擐到重鈂鈂仔轉到北部抑係花蓮
M1050001D3120_58_07,分粄仔係去摎人討像乞食樣仔乜毋會
M1050001D3120_59_07,頭擺人怕係較自謙分人東西愛兩隻手拿分人
M1050001D3120_6_07,婿郎八點半上班丈人哀八點到
M1050001D3120_60_07,問人名姓會拜問上姓故所去摎人分粄仔个時節
M1050001D3120_61_07,感覺著个係一種分享个快樂
M1050001D3120_62_07,毋會有當瀉摎人討著來个感受
M1050001D3120_63_07,因為分粄仔分人个人家總係自謙有禮个顛倒
M1050001D3120_64_07,係今這下个人有兜比𠊎較老个自謙喊𠊎彭先生
M1050001D3120_65_07,有兜比𠊎較後生个沙鼻碌碌仔喊𠊎阿珠仔
M1050001D3120_66_07,正係害𠊎呆忒在人个名仔後背加仔
M1050001D3120_67_07,毋係親切呢係講你比𠊎較大𠊎記得
M1050001D3120_68_07,人係自謙好過自大
M1050001D3120_69_07,自謙係一種美德篤實係一種美德分享乜係一種美德
M1050001D3120_7_07,毋會吵著人睡目兩儕又打得著照面
M1050001D3120_70_07,客家人个山園肚頭擺就有
M1050001D3120_71_07,𠊎還記得記得該係山園肚人同人之間个交流
M1050001D3120_72_07,記得該係對祖德流芳个想望
M1050001D3120_9_07,講該家人个妹家人啊三不五時來行灶下也毋係
M1060001A2104_1_07,三分人才七分打扮
M1060001A2104_10_07,草索仔䌈豆腐擐毋得
M1060001A2104_100_07,走幾下轉學校同你送課本正經搣衰人
M1060001A2104_101_07,麼人亂傳話外背人講到當難聽你知無
M1060001A2104_102_07,這女主角雖然講毋係當靚毋過當耐看
M1060001A2104_103_07,屋下玩具一千擔分佢隻把仔搞會仰仔
M1060001A2104_104_07,這還吂使恁遽決定啦愛做決定斯無恁該
M1060001A2104_105_07,佢去過當多國家𠊎金器分賊仔偷淨淨吔
M1060001A2104_106_07,細人仔隻隻畜到肥卒卒仔佢係做裝潢个
M1060001A2104_107_07,雞卵糕有兩垤毋過若額分若老弟食忒吔
M1060001A2104_108_07,這幾日个天時無正常溫度高又過起燒風
M1060001A2104_109_07,打早就看佢頭磬磬弄弄仔行毋知愛去哪
M1060001A2104_11_07,靠山山會倒靠水水會燥靠人人會老
M1060001A2104_110_07,頭擺街路尾有一間戲園逐暗晡會做電影
M1060001A2104_111_07,莫麼个就望細人仔自家身體顧好來較贏
M1060001A2104_112_07,衫褲洗好拿去脫水機攪攪啊晾較遽燥
M1060001A2104_113_07,虐毛蟲个毛會虐人愛細義毋好分佢蜒著
M1060001A2104_114_07,轉寒哩加領裌仔無寒著斯無結無煞
M1060001A2104_115_07,阿伯正出院身體還弱弱毋好去做粗事
M1060001A2104_116_07,頭擺人賣魚仔用篾皮桊到一桊一桊仔賣
M1060001A2104_117_07,這條路挖自來水管搣到空空缺缺你斯愛細義兜仔
M1060001A2104_118_07,中人紹介你買屋係講有買成吔你愛分佢抽佣金
M1060001A2104_119_07,這路口時時有車禍經過个時節愛細義
M1060001A2104_12_07,過時个月曆無用
M1060001A2104_120_07,阿姆生日阿姊愛自家做雞卵糕
M1060001A2104_121_07,這事業毋知做得無來去廟項抽籤卜卦請示一下神明
M1060001A2104_122_07,厥姊正結婚喊姊丈還喊毋慣嘴阿麗當有禮貌
M1060001A2104_123_07,看著人就會喊人這禮拜咖啡買一送一阿姊今年六月愛畢業
M1060001A2104_124_07,五十公斤一張衛生紙佢嫁分姓張个一盒餅仔無人在屋下
M1060001A2104_125_07,戴手錶仔佢戴士林區你愛接受事實一大碗公佢戴十二樓
M1060001A2104_126_07,臺北車頭初九天公生坐火車去花蓮攪紅毛泥一大把鎖匙
M1060001A2104_127_07,電視臺有當多談話个節目天光日佢請假你代理一下好無
M1060001A2104_128_07,𠊎下晝無歇睏這下精神毋好緊擘嘴佢戴在中央二街
M1060001A2104_129_07,對面新起兩排屋仔阿姆在灶下煠雞仔貓仔在屋頂項睡目
M1060001A2104_13_07,歪嘴吹喇叭一團邪氣
M1060001A2104_130_07,動啊著就唉唉㗱㗱个人愛仰仔做大事這條山路斡來斡去
M1060001A2104_131_07,做人毋好忒橫係見人全閃你像驚鬼樣仔該就見笑吔哪
M1060001A2104_132_07,佢出世在萬戶家庭日日食魚食肉朝朝睡到日頭晒屎胐
M1060001A2104_133_07,緊行緊看看著中意个正買佢出車禍過後人就無忒吔
M1060001A2104_134_07,天光朝晨愛打紅粄逐日睡到七晝八晝做毋得儘採擲地圾
M1060001A2104_135_07,溼氣重樹仔當遽歿忒這兜零角仔毋罅買一支枝仔冰
M1060001A2104_136_07,車仔當難駛這個細妹仔个面紅囉囉仔盡像蘋果共樣
M1060001A2104_137_07,這事頭你總包起來屋下恁多人會同你𢯭做毋使驚
M1060001A2104_138_07,講著成績老弟同頭名全全比毋得比該尾名就還較得
M1060001A2104_139_07,上阿里山有火車路通行基礎建設建設國家科技大學
M1060001A2104_14_07,刀切蕹菜兩頭空
M1060001A2104_140_07,分佢一垤糖仔寫兩行字同你共下去食到肚屎飽飽
M1060001A2104_141_07,若係有仰仔就愛講莫客氣阿姆無在廳下在裡背煮飯
M1060001A2104_142_07,老弟當好食冰畫一條線飯店歇一夜高雄係厥故鄉
M1060001A2104_143_07,公司賺當多錢臺灣銀行大約五尺長下禮拜一請假
M1060001A2104_144_07,無問題你識佢無𠊎毋識佢恭喜發財新年快樂
M1060001A2104_145_07,食飯後愛湯喙𠊎尿出想愛屙尿老妹在洗身間洗身
M1060001A2104_146_07,食刺波仔个時蒂頭愛摘忒原來玻璃係你打爛忒个
M1060001A2104_147_07,海脣風恁大你又講毋停係食著海風轉去會失聲
M1060001A2104_148_07,無知識乜愛有常識阿姊發子緊想愛翻熱到緊出汗
M1060001A2104_149_07,過節愛去公廳拜祖先元旦升旗典禮你愛去參加無
M1060001A2104_15_07,三兩人講四斤話膨風
M1060001A2104_150_07,日本當多人坐電車上班厥屋下个來臺祖係對長山來个
M1060001A2104_151_07,佢這下係管理員臺灣有當多客人佢兩兄弟差十歲
M1060001A2104_152_07,拜六个夜市仔恁多人逐儕人盎仔肚插等當靚个花
M1060001A2104_153_07,佢兩兄弟實在會搣死人上擺有講過仰又毋記得
M1060001A2104_154_07,人講豬嫲肥豬子旺家底好个人較有錢繳子弟讀書
M1060001A2104_155_07,當多蚊仔在若胠罅下蒐啊蒐仔愛叼你還毋遽遽走
M1060001A2104_156_07,阿玲玩具搞忒無收揫害厥姆躪著跌到四腳惹天
M1060001A2104_157_07,厥人生一路里來都當順序毋單淨讀書頭路乜係
M1060001A2104_158_07,今年公司賺異成錢做尾牙該下人人都有紅包好拿
M1060001A2104_159_07,佢當好展見人就拿手錶仔出來展驚人毋知樣仔
M1060001A2104_16_07,細心臼吂來毋知大心臼好惜
M1060001A2104_160_07,佢當會膨風莫信佢老阿婆盡衰過無人好偎凴
M1060001A2104_161_07,做壞事早慢會分警察捉著使錢毋知痛早慢會橫笐
M1060001A2104_162_07,佢兜熟事盡多年哩喲佢兜因為立場無共樣嗄變敵人
M1060001A2104_163_07,科技進步碼頭停當多船仔建立關係建立制度
M1060001A2104_164_07,河豚同海豚形體差十分多有麼个好空記得喊𠊎啊
M1060001A2104_165_07,佢毋係正式員工大家表現到當好人愛知感謝正好
M1060001A2104_166_07,正轉啊來外背就落雨先生會同你醫好毋使愁
M1060001A2104_167_07,狗仔食東西个時節凶呷呷仔別儕一來就咬佢
M1060001A2104_168_07,頭下碼大家都看佢無半撇背尾正知佢係大腳士
M1060001A2104_169_07,雨落忒多做大水無半息雨做天旱實在異難耐
M1060001A2104_17_07,吂到六十六毋好笑人大腳目
M1060001A2104_170_07,這封信仔係韓國寄來个自家行一輪就會知咧
M1060001A2104_171_07,佢係阿婆從細渡到大个阿哥從來毋識自家煮飯
M1060001A2104_172_07,你下隻月愛去新竹係無水暖好咧遽遽去洗身
M1060001A2104_173_07,外背落大雨還響雷公車仔分大石頭矺到綿綿
M1060001A2104_174_07,落雨過後外背出天弓香港新起个飛機場當大
M1060001A2104_175_07,這藥品產生當多問題多用茶箍洗手正會消滅病毒
M1060001A2104_176_07,這項事情下班以前愛完成水塔分風搓吹橫忒
M1060001A2104_177_07,佢尋毋著身分證在間項緊揙你在揙麼个東西
M1060001A2104_178_07,這片个草仔𠊎割差毋多哩續等就交分你收尾
M1060001A2104_179_07,參詳事情愛講道理係橫橫擎定著毋會有結果
M1060001A2104_18_07,木匠戴枷自作自受
M1060001A2104_180_07,毋好煮恁多屋下淨兩儕人食毋去倒忒當打爽
M1060001A2104_181_07,係無係毋係做得無做毋得做得你曉得無
M1060001A2104_182_07,細嬰兒仔雖然有多少仔臭乳臊毋過盡得人惜
M1060001A2104_183_07,北迴鐵路經過當多山火車在暗窿肚鑽來鑽去
M1060001A2104_184_07,這臺車仔仰會停在路徑頭煞煞喊車主來徙位
M1060001A2104_185_07,阿義个手目毋堵好參著嗄㪐腕實在還衰喲
M1060001A2104_186_07,這豬油放忒久鼻起來當臭油垢怕係壞忒吔
M1060001A2104_187_07,滿叔个性體當好又當熱心毋過佢係一個呱牯
M1060001A2104_188_07,犯法愛接受司法个審判佢對自家無半息自信
M1060001A2104_19_07,早禾莫蒔隔夜秧慢禾莫蒔隔夜田
M1060001A2104_190_07,兩隻禮拜第一類分類兩團亼好个粄粹
M1060001A2104_191_07,一日三餐兩點心總統一任係四年兩擐粽仔
M1060001A2104_192_07,鐘聲一響學生仔緊拚拚仔行入教室準備上課
M1060001A2104_193_07,這屋仔正兩棧樓定定分粄仔摎人分飯食
M1060001A2104_194_07,天光日幾多儕會來過無幾久阿美就愛嫁咧
M1060001A2104_195_07,阿姆逐禮拜去學插花講著食哦佢打第一
M1060001A2104_196_07,𠊎今晡日懶尸帶飯當晝去外背食大麵就好
M1060001A2104_197_07,天外有天人外有人一個人絕對毋好自大
M1060001A2104_198_07,入門係看著一張臭屎面會虐削到企坐毋核
M1060001A2104_199_07,這老車仔輒輒駛到半路就恬忒異無結煞
M1060001A2104_2_07,三年無洗身慢盡多
M1060001A2104_20_07,窮毋過三代富毋過三代
M1060001A2104_200_07,無腦屎係無恁簡單个事你到今還看毋真
M1060001A2104_21_07,罔嗒染紅卵釘書躍往上汁桶一等慶
M1060001A2104_22_07,拂尾腳腫腫相詏跋梯排罔看嘴腫腫
M1060001A2104_23_07,綢緞眠一下面衫拖箱角勼水禾鐮仔
M1060001A2104_24_07,胭脂撍印仔耳環紙伯仔䯋鍊菸截仔
M1060001A2104_25_07,彈鋼琴打鼓仔合唱團一齣戲打野球
M1060001A2104_26_07,排球課打乒乓碩士班數學課體育課
M1060001A2104_27_07,寄信仔駛轎車食尾牙一幅畫第五屆
M1060001A2104_28_07,九公尺一公分一坵田一群人一落碗
M1060001A2104_29_07,一罐麥酒燜糯米飯時代背景萬事如意
M1060001A2104_3_07,後生毋肯學老來無安樂
M1060001A2104_30_07,無分黨派高票當選空軍基地防空演習
M1060001A2104_31_07,擎钁頭剷草電火扚著來手分門夾著
M1060001A2104_32_07,梅花係國花滿山个芒花出去遶光景
M1060001A2104_33_07,天時恁熱出去晒會熱著
M1060001A2104_34_07,鏡仔跌到地泥項必忒吔
M1060001A2104_35_07,佢生來靚靚仔算異耐看
M1060001A2104_36_07,李仔酸合澀食吔胃糟糟
M1060001A2104_37_07,緊講話又緊掞腳當無禮貌
M1060001A2104_38_07,過目關哩針線空就桊毋過
M1060001A2104_39_07,在𠊎印象肚佢對人當好
M1060001A2104_4_07,用飯撈戽水無採工
M1060001A2104_40_07,係食著毋合肚个東西會噎酸
M1060001A2104_41_07,天頂个星宿恁多你識幾多粒
M1060001A2104_42_07,五月節鹿港有辦划龍船比賽
M1060001A2104_43_07,恁久無看著你高加異多哦
M1060001A2104_44_07,老弟用砂鐐同花盆个泥鋪平來
M1060001A2104_45_07,開賭場个頭家會抽頭分紅
M1060001A2104_46_07,聽著這消息厥面跈等就轉色吔
M1060001A2104_47_07,閒亍亍逐日在菜園項改菜園
M1060001A2104_48_07,佢係發性起來麼人个話就毋聽
M1060001A2104_49_07,這餅仔恁燥無傍茶吞毋落胲
M1060001A2104_5_07,三擇四擇擇隻爛瓠杓
M1060001A2104_50_07,佢毋曉得使筷仔挾毋著菜來食
M1060001A2104_51_07,姐婆个大聲胲遠遠就聽得著
M1060001A2104_52_07,先生吂講佢就同課本掀好勢吔
M1060001A2104_53_07,佢對樓頂倒頭種跌下來異傷重
M1060001A2104_54_07,頭前出車禍車仔全在路項卡等
M1060001A2104_55_07,阿爸使媒人婆去阿碌伯屋下講親
M1060001A2104_56_07,講話會漏風成時連嘴都合毋密
M1060001A2104_57_07,這駁仔有打折來去看有麼个好買
M1060001A2104_58_07,佢兜一屋下人靠厥爸食月給過日仔
M1060001A2104_59_07,佢毋知食恁多麼个打个屁當臭
M1060001A2104_6_07,朝霞晚霞無水烳茶
M1060001A2104_60_07,佢兩儕鬥股愛開一間便利商店
M1060001A2104_61_07,阿姆在學校教書明年愛退休哩
M1060001A2104_62_07,阿明牯个面項有當多幼幼仔个寒毛
M1060001A2104_63_07,對山頭看啊過去係一大片个樹林
M1060001A2104_64_07,愛用文字記錄下來正毋會毋記得
M1060001A2104_65_07,這尾魚仔有幼骨愛食該下愛注意
M1060001A2104_66_07,這下愛赴時間你行較遽兜仔好無
M1060001A2104_67_07,蘿蔔絲愛勻開來晒無斯晒毋會燥
M1060001A2104_68_07,阿伯公个字墨盡飽講四句隨口來
M1060001A2104_69_07,阿姊失戀該站仔在齋堂歇好久
M1060001A2104_7_07,十步留一步免得徒弟打師傅
M1060001A2104_70_07,看著佢平安轉來大家就寬心吔
M1060001A2104_71_07,右手毋會作力連飯碗都兜毋起來
M1060001A2104_72_07,老妹當好搞水逐擺就講愛去河壩
M1060001A2104_73_07,還孤盲餅仔分老鼠仔食到無半息
M1060001A2104_74_07,佢無帶著課本故所摎同學共下看
M1060001A2104_75_07,老弟無帶錢𠊎先同佢墊錢買下來
M1060001A2104_76_07,看著擐大肚个人愛讓位仔分佢坐
M1060001A2104_77_07,若聲愛降低兜仔無會吵著人睡目
M1060001A2104_78_07,自家做得著就自家來莫緊麻煩人
M1060001A2104_79_07,細人仔恁硬頸定著愛教正毋會學壞
M1060001A2104_8_07,神仙打鼓有時錯腳步踏差麼人無
M1060001A2104_80_07,在屋下𠊎座大下背還有三個老妹
M1060001A2104_81_07,你怕異會煮哦倈仔隻隻畜到恁大仙
M1060001A2104_82_07,該件事𠊎自家會處理毋使你煩勞
M1060001A2104_83_07,樓頂个空間當闊你做得放當多東西
M1060001A2104_84_07,逐朝晨為著赴車七早八早就愛䟘床
M1060001A2104_85_07,佢當有才毋單淨會唱歌仔還當會做戲
M1060001A2104_86_07,歸日仔講無停一下無堵好就會失聲
M1060001A2104_87_07,開始該下無看著阿文臨尾佢正走等來
M1060001A2104_88_07,救生員跳落海肚救吔一個浸著个細人仔
M1060001A2104_89_07,拚死拚命做事賺个錢拿去賭徼輸淨淨
M1060001A2104_9_07,六月吹北風水打龍王宮
M1060001A2104_90_07,後生人最驚老人家噥巴掌嫲盪啊過去
M1060001A2104_91_07,毋好枵鬼假細義恁仔堵來堵去當壞看
M1060001A2104_92_07,佢做生理失敗吔目𥍉𥍉仔異衰過
M1060001A2104_93_07,恁熱个天時還同窗門關揫揫會翕死哦
M1060001A2104_94_07,昨晡日行忒悿朝晨䟘床還撐腿撐腿
M1060001A2104_95_07,下晝頭正做事个人較少車枋就放冗吔
M1060001A2104_96_07,天時恁熱食一罐冰冰个涼水異舒爽
M1060001A2104_97_07,這品菜鼻起來香噴噴仔食起來無見奇
M1060001A2104_98_07,你逐擺都講話無算數難怪會博人惱
M1060001A2104_99_07,阿明做事一還一二還二毋會烏白來
M1060001D3104_10_07,透長年耕種人在山林在田洋耕山耕田
M1060001D3104_11_07,種禾種菜畜雞畜鴨所盼所望个就係五穀豐登六畜興旺
M1060001D3104_12_07,做得生養一屋下个大細係講耕種有收成
M1060001D3104_13_07,耕種人家就會想著愛留糧愛留種
M1060001D3104_14_07,為著往後个日仔來打算積榖就係留糧留種个一種方式
M1060001D3104_15_07,同收成好个禾穀除除扣扣
M1060001D3104_16_07,長著个就愛擎來入穀倉愛食正礱來食還有个禾穀
M1060001D3104_17_07,等到愛委秧仔以前穀包就愛擎到圳溝肚去浸穀種
M1060001D3104_18_07,分佢綻芽好委秧家鄉有耕種經驗个長輩當曉得留糧留種
M1060001D3104_19_07,毋管係禾穀頭牲抑係菜仁仔樹秧仔
M1060001D3104_2_07,穀包蕃薯會放放到該間仔肚愛食个時節正對間仔肚拿出來
M1060001D3104_20_07,耕種用得著个未來畜得著種得著个
M1060001D3104_21_07,佢兜就會想盡辦法來收成來留糧留種
M1060001D3104_22_07,頭過屋簷下看得著掛在窗門脣晒到燥燥个包粟仁
M1060001D3104_23_07,蘿蔔仁還有番豆仁這兜
M1060001D3104_24_07,這下當多耕種人个冰箱肚
M1060001D3104_25_07,留有當多个菜仁仔樹仁仔
M1060001D3104_26_07,時節一到耕種人就會拿來點拿來種
M1060001D3104_27_07,等種仁暴筍綻芽耕種人落肥淋水好好守顧
M1060001D3104_28_07,盼望收成个季節到來這下全球氣候大變遷
M1060001D3104_29_07,世界人口緊來緊多全球物種緊來緊少
M1060001D3104_3_07,過年寫春聯阿公會喊阿叔寫積穀防飢這幾隻水筆字
M1060001D3104_30_07,世界糧食个供應出現欸毋罅同無平均个危機
M1060001D3104_31_07,根據聯合國糧農組織2013年个統計
M1060001D3104_32_07,全球至少有842億个人口在肚飢肚餓中生活
M1060001D3104_33_07,平均8儕人就有1儕人逐日肚飢肚餓情況有緊來緊嚴重个勢
M1060001D3104_34_07,面對恁樣个情況祖先傳下來愛留糧留種个觀念
M1060001D3104_35_07,續變到當重要對個人家庭社會國家到歸個世界
M1060001D3104_36_07,應該在自家生活个所在留糧留種毋單止恁樣
M1060001D3104_37_07,𢯭手肚飢肚餓个人分佢兜做得食飽
M1060001D3104_38_07,乜係糧食充足國家應該愛有个人道關懷
M1060001D3104_39_07,留一條淨俐个河壩水留一搭無污染个田坵在臺灣
M1060001D3104_4_07,貼到該間仔个門項做門紅
M1060001D3104_40_07,在每一個所在留糧留種積穀防飢啊
M1060001D3104_41_07,佢就恁樣恬恬仔離開人間無同親戚朋友講一聲
M1060001D3104_42_07,淨餔娘子女同佢送上山頭安靈在承天禪寺
M1060001D3104_43_07,佢讀小學三年生个時節先生教音樂彈風琴
M1060001D3104_44_07,五線譜上个豆芽菜在先生个手指間彈出好聽个旋律
M1060001D3104_45_07,聲聲傳入吔厥个腦海激起吔靚靚个水花每一擺个音樂課
M1060001D3104_46_07,每一擺恁靚个聲響同畫面佢聽到入腦該央時
M1060001D3104_47_07,佢就對音樂產生醹醹个興趣厥爸看佢對彈琴恁興頭
M1060001D3104_48_07,逐擺係有去到有鋼琴个朋友屋下尞就會帶佢去
M1060001D3104_49_07,大人在該打嘴鼓細人仔就分佢練習彈鋼琴
M1060001D3104_5_07,阿公讀過漢書當知得門紅面項寫个意思
M1060001D3104_50_07,每擺大人講到有來有去佢乜彈到有意有思
M1060001D3104_51_07,兩子爺當知愛彈出好聽个琴聲
M1060001D3104_52_07,就愛當長時間个練習屋下無鋼琴仰結煞厥爸想著一計
M1060001D3104_53_07,就係在長長个樹枋仔面項刻入像鋼琴樣仔个烏鍵同白鍵
M1060001D3104_54_07,放在書桌面項準鋼琴用四年生个雙手在琴鍵个面頂
M1060001D3104_55_07,照等曲譜緊彈緊練習琴聲在自家个腦空肚編織靚靚个色彩
M1060001D3104_56_07,一擺參加鋼琴演奏比賽打著頭名
M1060001D3104_57_07,使得佢對學習音樂更加有興趣有信心
M1060001D3104_58_07,初中畢業佢考著國立藝專音樂科
M1060001D3104_59_07,開始行向理論作曲編曲之路
M1060001D3104_6_07,日據時代出世一生人耕種个阿公
M1060001D3104_60_07,逐日佢就同音樂共下鋼琴演奏作曲編曲
M1060001D3104_61_07,音樂錄製就係佢生活个重心
M1060001D3104_62_07,三四十年來佢對古典音樂現代音樂民族音樂電影音樂
M1060001D3104_63_07,通俗音樂數位音樂廣告音樂兒童音樂這兜
M1060001D3104_64_07,就有相當个認識同投入
M1060001D3104_65_07,尤其係兒童音樂佢摎傳統同現代个詩歌童謠作曲編曲
M1060001D3104_66_07,完成吔唐詩六百首客語千家詩
M1060001D3104_67_07,弟子規客語傳統童謠客語現代童謠這兜歌曲个創作
M1060001D3104_68_07,一心想愛分細人仔傳唱下去有當多人同佢請教音樂个問題
M1060001D3104_69_07,佢會耐心摎人討論有當多人寫好个歌詞會請佢寫做歌曲
M1060001D3104_7_07,乜當知得耕種人就望一年透天个收成
M1060001D3104_70_07,有當多人創作个歌曲會請佢編曲錄製成音樂專輯
M1060001D3104_71_07,三四十年來佢一直就同音樂共下生活今年年初四
M1060001D3104_72_07,佢打電話分𠊎講佢去做一個細手術
M1060001D3104_73_07,這下手項還有當多音樂創作愛做
M1060001D3104_74_07,無法度共下過年該係𠊎盡尾一擺聽著厥个聲
M1060001D3104_75_07,該聲就同往擺聽著个共樣無麼个爭差無想著五月
M1060001D3104_76_07,佢就帶等自家个夢恬恬仔離開
M1060001D3104_8_07,經過無米煮番薯湯个年代阿公盡知得積榖防飢个重要
M1060001D3104_9_07,積榖防飢在耕種个年代係耕種人生存个方法同觀念
M1070001A2130_1_07,人係生成鬼係話成
M1070001A2130_10_07,釘礱無㓾雞三儕人罅挨
M1070001A2130_100_07,這頭路錢雖然無多毋過三餐食頭家算起來乜還做得
M1070001A2130_101_07,這事頭本底係阿貴負責个佢退休過後就換阿光來接手
M1070001A2130_102_07,早早就同你講過你就毋信這下錢分人騙淨淨愛仰結煞
M1070001A2130_103_07,做人毋好忒橫係見人全閃你像驚鬼樣仔該就見笑吔哪
M1070001A2130_104_07,佢心情毋好你毋好惹佢等一下佢起戇面你就知哩
M1070001A2130_105_07,就係該隻偷東西个賊仔𠊎看真真絕對毋會認毋著
M1070001A2130_106_07,吾爸係木匠師傅手藝當好房頭內个桌凳都係佢做个
M1070001A2130_107_07,見擺上音樂課阿偉就坐在角角怕係驚先生點佢唱歌仔
M1070001A2130_108_07,現代牙科毋單淨摎人鑲牙補齒還有當多種醫療服務
M1070001A2130_109_07,該隻朗讀比賽打頭名个細妹仔當會牽聲念到當好聽
M1070001A2130_11_07,臨老學吹笛吹到鬚白白
M1070001A2130_110_07,見擺都恁仔及時及急正來緊拚拚仔趕工做得出麼个來
M1070001A2130_111_07,這事頭你總包起來屋下恁多人會同你𢯭做毋使驚
M1070001A2130_112_07,佢偷東西分警察捉著驚見笑就遽遽拿衫來遮掩面
M1070001A2130_113_07,頭擺个布做衫異毋耐著窮人長年透天著到爛擐爛擐
M1070001A2130_114_07,歸隻暑假都走到海脣沙埔項搞當然晒到歸身烏金金仔
M1070001A2130_115_07,清海嫂聽著妹仔會降吔企坐毋核遽遽逐到醫院項去
M1070001A2130_116_07,這匹貨个原料算算啊及及仔還罅有少乜毋會少盡多
M1070001A2130_117_07,阿叔完全無懼著該兜惡豺豺仔个鱸鰻仔同佢兜論理
M1070001A2130_118_07,麼人喊你恁假會這下同洗衫機搣壞忒你敢愛負責
M1070001A2130_119_07,這東西正出還貴森森仔等到大出該下會較便宜
M1070001A2130_12_07,春寒多雨夏寒絕雨
M1070001A2130_120_07,山歌先生逐禮拜三會去活動中心教人挨弦仔唱山歌
M1070001A2130_122_07,阿婆當工夫有人客來屋下尞佢定著會斟茶分人食
M1070001A2130_123_07,老古人講天長命短故所𫣆兜愛好好把扼每一日
M1070001A2130_124_07,熱天恁翕熱肉無拿去冰箱冰起來兩下半就臭風忒哩
M1070001A2130_125_07,有兜事情實在難講穩穩有把扼成半下仔會有意外啊
M1070001A2130_126_07,阿姆煮个菜嫌毋得哦係分佢聽著佢斯會面臭臭仔
M1070001A2130_127_07,阿尚哥个雜貨店歸日仔人客出出入入生理還好哦
M1070001A2130_128_07,衫褲買忒大領阿姆會同𠊎整衫褲著起來較合身
M1070001A2130_129_07,背囊小可痠軟係講有人𢯭搥背囊毋知有幾好仔
M1070001A2130_13_07,欺大莫欺細欺細無面勢
M1070001A2130_130_07,這係食腳痛个這係食嗽个你斯毋好拿毋著來食哦
M1070001A2130_131_07,這頭樹仔發蟲正洩藥仔愛圍起來毋好分人行兼去
M1070001A2130_132_07,厥老公傷到當嚴重佢一哪仔求神託佛望佢遽啊好起來
M1070001A2130_133_07,七坐八爬九生牙細人仔撚啊撚仔毋多知仔就恁大吔
M1070001A2130_134_07,細人仔毋聽講愛定定仔解勸莫起戇面正毋會煩躁
M1070001A2130_135_07,雖然講還吂過門毋過阿美對佢將來个家官家娘盡有孝
M1070001A2130_136_07,佢在這間公司做小使仔哪位喊佢就去哪仔𢯭手
